Identifier,Property Address,City,State,Zip,Y,X,Council District,Property Type,Square Footage
ORL034977,"2239 ANDRY ST","New Orleans","LA","70117","29.973830974000464","-90.01450042799968",E,VACANT LOT,4044.69
ORL035229,"7518 SHOREWOOD BLVD","New Orleans","LA","70128","30.066888849000463","-89.94390014299967",E,VACANT LOT,3671
ORL035278,"3045 LOUISA ST","New Orleans","LA","70126","29.988791252000453","-90.03589086499966",E,VACANT LOT,4781.13
ORL035287,"4853 LONGFELLOW DR","New Orleans","LA","70127","30.023454182000478","-89.97855951999969",E,VACANT LOT,5719.89
ORL035346,"7530 AVON PARK BLVD","New Orleans","LA","70128","30.06657498000044","-89.94466290299965",E,VACANT LOT,4275.42
ORL035366,"4683 LANCELOT DR","New Orleans","LA","70127","30.019423636000454","-89.98508916999964",E,VACANT LOT,5574.46
ORL035389,"4918 REDWOOD ST","New Orleans","LA","70127","30.025188157000457","-89.96961249099968",E,VACANT LOT,6335.91
ORL035449,"2024 ANDRY ST","New Orleans","LA","70117","29.97126805600044","-90.01540278799968",E,VACANT LOT,3933.68
ORL035539,"2512 GORDON ST","New Orleans","LA","70117","29.97425380900046","-90.0055486609997",E,VACANT LOT,2125.47
ORL035781,"3414 LOWERLINE ST","New Orleans","LA","70125","29.96144915700046","-90.11006332999966",B,VACANT LOT,3292.86
ORL035917,"2029 FRANCE ST","New Orleans","LA","70117","29.975121981000484","-90.03054088799968",D,VACANT LOT,4128.84
ORL035953,"2010 EGANIA ST","New Orleans","LA","70117","29.971481106000454","-90.01651037199969",E,VACANT LOT,3362.1
ORL036063,"3305 METROPOLITAN ST","New Orleans","LA","70126","29.991431300000443","-90.03604128499967",E,VACANT LOT,3722.67
ORL036122,"2915 METROPOLITAN ST","New Orleans","LA","70126","29.98736166900045","-90.03726122699965",E,VACANT LOT,5038.75
ORL036201,"2408 BARTHOLOMEW ST","New Orleans","LA","70117","29.979238988000475","-90.03134036299969",D,VACANT LOT,4799.86
ORL036315,"7301 LIGUSTRUM DR","New Orleans","LA","70126","30.033571408000455","-90.00270133999965",D,VACANT LOT,7993.95
ORL036329,"1337 DESLONDE ST","New Orleans","LA","70117","29.965840948000448","-90.02315135599969",E,VACANT LOT,4235.91
ORL036371,"3225 LIVINGSTON ST","New Orleans","LA","70118","29.971490170000436","-90.12539324999966",A,VACANT LOT,9772.54
ORL036400,"2138 PIETY","New Orleans","LA","70117","29.97815999100044","-90.03826086899966",D,VACANT LOT,3609.6
ORL036410,"1636 LIZARDI ST 1638 LIZARDI ST","New Orleans","LA","70117","29.96822042600047","-90.01850965499966",E,VACANT LOT,3704.94
ORL036465,"1311 LIZARDI ST","New Orleans","LA","70117","29.96447058600046","-90.01971064599968",E,STRUCTURE,3460.37
ORL036583,"2330 CHARBONNET ST","New Orleans","LA","70117","29.97371134900044","-90.00972962699967",E,VACANT LOT,3074.89
ORL036596,"223 12TH ST","New Orleans","LA","70124","30.00079761200044","-90.11817890399965",A,VACANT LOT,5984.98
ORL036696,"1425 DESLONDE ST","New Orleans","LA","70117","29.966559885000436","-90.02289078599966",E,VACANT LOT,4255.77
ORL036798,"6107 NORTH GALVEZ ST","New Orleans","LA","70117","29.969496035000475","-90.00625101599968",E,VACANT LOT,4381.35
ORL037043,"2110 TRICOU ST","New Orleans","LA","70117","29.96913360600047","-90.00437846399967",E,VACANT LOT,4568.77
ORL037729,"3426 METROPOLITAN ST","New Orleans","LA","70126","29.992828904000476","-90.03568122399969",E,VACANT LOT,3865.12
ORL037806,"3425 METROPOLITAN ST","New Orleans","LA","70126","29.99278152700049","-90.03563029499969",E,VACANT LOT,6226.8
ORL037815,"4761 HAYDEL ST","New Orleans","LA","70126","30.018383725000433","-90.01192907499967",E,VACANT LOT,3628.96
ORL037868,"3020 N GALVEZ ST","New Orleans","LA","70117","29.97806405500046","-90.04246670699968",D,VACANT LOT,5194.13
ORL037921,"4763 PECAN ST","New Orleans","LA","70127","30.017834158000483","-90.00314904699968",E,VACANT LOT,8114.79
ORL037978,"6419 BELLAIRE DR","New Orleans","LA","70124","30.009017414000482","-90.12120862299969",A,VACANT LOT,5244.8
ORL037999,"3139 N DERBIGNY","New Orleans","LA","70117","29.973547901000472","-90.04144456099965",C,VACANT LOT,4621.5
ORL038576,"1401 TRICOU ST","New Orleans","LA","70117","29.96206741800046","-90.00771257799965",E,STRUCTURE,
ORL038841,"4621 PAPANIA DR","New Orleans","LA","70127","30.02271392600045","-89.95933892299968",E,VACANT LOT,6597.03
ORL039145,"1820 PAULINE ST","New Orleans","LA","70117","29.973839265000436","-90.03495044399966",D,VACANT LOT,3539.18
ORL039297,"2135 PIETY ST","New Orleans","LA","70117","29.978071161000457","-90.03822059899966",D,VACANT LOT,3198.71
ORL039303,"4768 DODT AVE","New Orleans","LA","70126","30.020827161000454","-89.99174199899966",E,VACANT LOT,5643.48
ORL039337,"7614 LEHIGH ST","New Orleans","LA","70127","30.048264009000434","-89.97495536199966",E,VACANT LOT,7849.96
ORL039666,"1438 TENNESSE ST","New Orleans","LA","70117","29.966620289000446","-90.02193970499968",E,VACANT LOT,5755.52
ORL039938,"1827 INDEPENDENCE ST","New Orleans","LA","70117","29.97397192000045","-90.03571083499969",D,VACANT LOT,
ORL039956,"4774 LANCELOT DR","New Orleans","LA","70127","30.021247627000434","-89.98533197499967",E,VACANT LOT,5621.96
ORL040037,"6307 N DORGENOIS ST","New Orleans","LA","70117","29.972736580000458","-90.00230100999966",E,VACANT LOT,5613.02
ORL040147,"4778 DONNA DR","New Orleans","LA","70127","30.022077898000475","-89.97412153799968",E,VACANT LOT,5947.05
ORL040279,"4811 GALAHAD DR","New Orleans","LA","70127","30.02204355000049","-89.98610894699965",E,VACANT LOT,5960.96
ORL040668,"6419 N VILLERE ST","New Orleans","LA","70117","29.96186725400048","-90.00627115099968",E,VACANT LOT,2610.07
ORL040758,"4656 MARQUE DR","New Orleans","LA","70127","30.020115332000444","-89.97688121199968",E,VACANT LOT,6035.74
ORL040760,"6041 WICKFIELD DR","New Orleans","LA","70122","30.020292993000453","-90.06892878499968",D,VACANT LOT,4732.18
ORL040869,"4535 WERNER DR","New Orleans","LA","70126","30.01647445600048","-89.99336937799967",E,VACANT LOT,5994.3
ORL040897,"4947 CHARLENE DR","New Orleans","LA","70127","30.024303403000488","-89.98412861399964",E,VACANT LOT,7919.55
ORL040974,"2316 CONGRESS ST","New Orleans","LA","70117","29.97919990300045","-90.03500018899967",D,VACANT LOT,7747.19
ORL041078,"2033 ANNETTE ST","New Orleans","LA","70116","29.978123275000485","-90.06347931699969",C,VACANT LOT,3547.52
ORL041273,"706 SAINT MAURICE AVE","New Orleans","LA","70117","29.955852822000452","-90.01185919499966",E,VACANT LOT,7004.5
ORL041335,"1838 BENTON ST","New Orleans","LA","70117","29.968233455000473","-90.00967869699969",E,VACANT LOT,3243.86
ORL041342,"8519 HUNTINGTON PARK DR","New Orleans","LA","70127","30.033336896000435","-89.99246093599965",E,VACANT LOT,8552.27
ORL041411,"14235 EXPLORERS AVE","New Orleans","LA","70129","30.062238077000472","-89.92390599299966",E,VACANT LOT,6267.87
ORL041439,"5127 -5129 E NEMOURS ST","New Orleans","LA","70129","30.039553601000478","-89.92921905799966",E,VACANT LOT,6451.72
ORL041597,"6739 W LAVERNE ST","New Orleans","LA","70126","30.021951166000463","-90.02088084299965",D,VACANT LOT,8109.39
ORL041827,"1913 TRICOU ST","New Orleans","LA","70117","29.96719709700045","-90.00525255899964",E,VACANT LOT,3608.88
ORL041911,"2182 NORTH ROCHEBLAVE ST","New Orleans","LA","70117","29.98164334000046","-90.05855927899967",D,VACANT LOT,2100.29
ORL042015,"8501 OLEANDER ST","New Orleans","LA","70118","29.964573629000483","-90.11787214199967",A,VACANT LOT,4813.52
ORL042050,"4915 CAMELIA ST","New Orleans","LA","70126","30.019813307000447","-90.00416882399969",E,VACANT LOT,5780.28
ORL042203,"9327 FORSHEY ST","New Orleans","LA","70118","29.970903115000453","-90.12407252599968",A,VACANT LOT,3379.32
ORL042232,"5726 NORTH GALVEZ ST","New Orleans","LA","70117","29.970963519000463","-90.01074585099968",E,VACANT LOT,3376.14
ORL042255,"1726 DELERY ST","New Orleans","LA","70117","29.965174125000487","-90.00521821099966",E,STRUCTURE,3200.56
ORL042300,"4734 LAINE AVE","New Orleans","LA","70126","30.020406696000464","-89.99083237199966",E,VACANT LOT,7569.31
ORL042366,"2538 BENTON ST","New Orleans","LA","70117","29.975093555000456","-90.00639788299969",E,VACANT LOT,1963.15
ORL042374,"4800 WERNER DR","New Orleans","LA","70126","30.021107867000467","-89.99391183699964",E,VACANT LOT,5152.04
ORL042659,"6952 DORIAN ST","New Orleans","LA","70126","30.023950449000438","-90.02064988299969",D,VACANT LOT,8015.91
ORL042713,"4810 RHODES DR","New Orleans","LA","70126","30.018817219000482","-90.00102184699966",E,VACANT LOT,5930.47
ORL043198,"527 WARRINGTON DR","New Orleans","LA","70122","30.00348266800046","-90.06841948899967",D,VACANT LOT,
ORL043926,"5635 PAINTERS ST","New Orleans","LA","70122","30.016903212000443","-90.05251879099967",D,VACANT LOT,3894.94
ORL043989,"2117 EGANIA ST","New Orleans","LA","70117","29.972671438000475","-90.01604134599967",E,VACANT LOT,3806.31
ORL044045,"4940 DODT AVE","New Orleans","LA","70126","30.023297840000453","-89.99200256899968",E,VACANT LOT,4818.87
ORL044096,"3227 -3229 MONTEGUT ST","New Orleans","LA","70126","30.018512677000444","-90.01959921599968",E,VACANT LOT,3703.92
ORL044104,"13524 TRAPPERS CT","New Orleans","LA","70129","30.057421659000454","-89.93125326299969",E,VACANT LOT,4926.86
ORL044173,"1426 ST MAURICE AVE","New Orleans","LA","70117","29.962833732000433","-90.00852863599965",E,VACANT LOT,3685.01
ORL044214,"3262 BLOOMINGDALE CT","New Orleans","LA","70125","29.958452601000488","-90.10779873899969",B,VACANT LOT,3460.22
ORL044277,"5610 CATINA","New Orleans","LA","70124","29.99257188700045","-90.11458185199967",A,VACANT LOT,
ORL044301,"2501 ALMONASTER AVE","New Orleans","LA","70117","29.98349220300048","-90.04568000999967",D,VACANT LOT,2326.87
ORL044323,"1316 LAMANCHE ST","New Orleans","LA","70117","29.96341053900045","-90.01398047299966",E,VACANT LOT,3576.35
ORL044605,"20404 LUCRINO RD","New Orleans","LA","70129","30.066153331000464","-89.81498308499965",E,VACANT LOT,
ORL044990,"13713 N LEMANS DR","New Orleans","LA","70129","30.042237733000434","-89.92459663599965",E,VACANT LOT,7796.92
ORL046498,"2083 N ROCHEBLAVE ST","New Orleans","LA","70119","29.981497658000478","-90.06198222299969",D,VACANT LOT,5233.22
ORL046684,"4758 GAWAIN DR","New Orleans","LA","70127","30.02083782100044","-89.98681248599968",E,VACANT LOT,6173.67
ORL046789,"2121 TUPELO ST","New Orleans","LA","70117","29.970107191000466","-90.00627351899965",E,VACANT LOT,4795.94
ORL046819,"4759 CITRUS DR","New Orleans","LA","70127","30.02163374400044","-89.97470900499968",E,VACANT LOT,5724.64
ORL046843,"1405 FLOOD ST","New Orleans","LA","70117","29.96468022600044","-90.01573102999964",E,VACANT LOT,5482.45
ORL047016,"1933 -1935 MONTEGUT ST","New Orleans","LA","70117","29.96990075500048","-90.03053993999964",D,VACANT LOT,3621.43
ORL047124,"2530 ANNETTE ST","New Orleans","LA","70119","29.983098979000488","-90.06391162699964",D,VACANT LOT,3381.25
ORL047208,"2111 FORSTALL ST","New Orleans","LA","70117","29.972910688000468","-90.01782151299966",E,VACANT LOT,3292.75
ORL047229,"2424 MAZANT ST","New Orleans","LA","70117","29.979429679000475","-90.03027084199965",D,VACANT LOT,3349
ORL047312,"2316 ST FERDINAND ST","New Orleans","LA","70117","29.981280911000454","-90.0443795279997",D,VACANT LOT,4373.61
ORL047502,"1818 ANDRY ST","New Orleans","LA","70117","29.96934087800048","-90.01602950199964",E,VACANT LOT,3326.13
ORL047531,"5840 PEOPLE AVE","New Orleans","LA","70122","30.019487594000452","-90.04726238199964",D,VACANT LOT,7633.34
ORL047582,"4934 LURLINE ST EAST NO","New Orleans","LA","70127","30.025417933000483","-89.97126237299966",E,VACANT LOT,6563.82
ORL047619,"1505 TENNESSEE ST","New Orleans","LA","70117","29.967081025000482","-90.02172058999969",E,VACANT LOT,4801.96
ORL047689,"1539 ST MAURICE AVE","New Orleans","LA","70117","29.964077362000467","-90.00784286199968",E,VACANT LOT,4651.23
ORL047844,"2017 GORDON ST","New Orleans","LA","70117","29.969407205000437","-90.00780259299967",E,VACANT LOT,3897.15
ORL047904,"1521 DESLONDE ST","New Orleans","LA","70117","29.967571370000485","-90.02255085999968",E,VACANT LOT,4071.77
ORL047963,"1912 LESSEPS ST","New Orleans","LA","70117","29.959864213000458","-90.03409729099968",D,VACANT LOT,3237.8
ORL048038,"2410 GORDON ST","New Orleans","LA","70117","29.97326364300045","-90.00601887199969",E,VACANT LOT,4243.28
ORL048048,"5920 NORTH VILLERE ST","New Orleans","LA","70117","29.963244722000468","-90.01137950899965",E,VACANT LOT,4900.58
ORL048060,"4901 SANDALWOOD ST","New Orleans","LA","70127","30.024823359000436","-89.97032905899965",E,VACANT LOT,6653.67
ORL048389,"2401 TRICOU ST","New Orleans","LA","70117","29.971966714000473","-90.00297256999966",E,VACANT LOT,4727.37
ORL048435,"7901 REDFISH ST","New Orleans","LA","70126","30.035442775000433","-90.01286238999967",D,VACANT LOT,5749.85
ORL048461,"2026 CAFFIN AVE","New Orleans","LA","70117","29.970969441000477","-90.01266104099966",E,VACANT LOT,3882.84
ORL048471,"2330 ROFFIGNAC ST","New Orleans","LA","70117","29.973583433000442","-90.00835807999965",E,VACANT LOT,3192.61
ORL048495,"10219 LAKEWOOD DR","New Orleans","LA","70127","30.024398156000473","-89.96690256199969",E,VACANT LOT,6260.7
ORL048657,"2441 -43 GALLIER ST","New Orleans","LA","70117","29.96990075500048","-90.03053993999964",D,STRUCTURE,4582.2
ORL048793,"4814 -16 THALIA ST","New Orleans","LA","70125","29.951451862000454","-90.10372721199968",B,VACANT LOT,2729.51
ORL048908,"6421-23 PRARO ST","New Orleans","LA","70117","29.96594000300047","-90.00377590999966",E,VACANT LOT,4655.42
ORL048992,"1314 FORSTALL ST","New Orleans","LA","70117","29.96472997100045","-90.02064988299969",E,VACANT LOT,3804.91
ORL049053,"1101 TENNESSEE ST","New Orleans","LA","70117","29.96314049400047","-90.02302107099968",E,VACANT LOT,4954.7
ORL049080,"6421 URVILLE ST","New Orleans","LA","70117","29.961207537000462","-90.00639196099968",E,VACANT LOT,2862.11
ORL049134,"4530 LAINE AVE","New Orleans","LA","70126","30.01670778500045","-89.99046165199968",E,VACANT LOT,7144.59
ORL049155,"4828 LAINE AVE","New Orleans","LA","70126","30.021916819000467","-89.99099226799967",E,VACANT LOT,5963.86
ORL049170,"7147 CROWDER BLVD","New Orleans","LA","70127","30.033615231000454","-89.99546341399969",E,STRUCTURE,8015.47
ORL049324,"5264 BASINVIEW DR","New Orleans","LA","70126","30.024907452000434","-90.01173009499968",E,VACANT LOT,10676.2
ORL049369,"5111 NORTH ROMAN ST","New Orleans","LA","70117","29.96947708500045","-90.01861388299966",E,VACANT LOT,3101.79
ORL049388,"2200 LAMANCHE ST","New Orleans","LA","70117","29.972290058000453","-90.01107985299967",E,VACANT LOT,3611.59
ORL049450,"4710 WARREN DR","New Orleans","LA","70127","30.022017493000476","-89.96619191599967",E,VACANT LOT,6960.68
ORL049466,"4831 SHERWOOD DR","New Orleans","LA","70128","30.02555414000045","-89.95194939099969",E,VACANT LOT,5424.77
ORL049523,"3007 N ROCHEBLOWE ST","New Orleans","LA","70117","29.981327102000478","-90.04150496699964",D,VACANT LOT,3700.68
ORL049624,"2208 MONTICELLO ST","New Orleans","LA","70117","29.97132127800046","-90.00755959599968",E,VACANT LOT,2119.93
ORL049625,"4709 DODT AVE","New Orleans","LA","70126","30.019723292000435","-89.99156907499969",E,VACANT LOT,5684.08
ORL049894,"6416 N JOHNSON ST","New Orleans","LA","70117","29.96731435300046","-90.00365952699968",E,VACANT LOT,5100.95
ORL049902,"2138 BENTON ST","New Orleans","LA","70117","29.971193294000443","-90.00827872499968",E,VACANT LOT,3317.92
ORL049917,"9960 GRANT ST","New Orleans","LA","70127","30.019622617000437","-89.96902857699968",E,VACANT LOT,5401.94
ORL049976,"3743 ST FERINAND ST","New Orleans","LA","70126","29.99811255500049","-90.04082866899967",E,VACANT LOT,9002.97
ORL050005,"2324 CHARBONNET ST","New Orleans","LA","70117","29.973630810000486","-90.00976042099967",E,VACANT LOT,3460.56
ORL050040,"1831 ST ANTHONY ST","New Orleans","LA","70116","29.976043451000464","-90.06212909099969",C,VACANT LOT,3438.94
ORL050079,"6910 CURRAN RD","New Orleans","LA","70126","30.03403451200046","-90.01291095099964",D,VACANT LOT,7128.8
ORL050117,"4652 AMERICA ST","New Orleans","LA","70126","30.01767675500048","-90.00955958799966",E,VACANT LOT,5769.42
ORL050179,"5317 -19 NORTH ROMAN ST","New Orleans","LA","70117","29.96990075500048","-90.03053993999964",E,VACANT LOT,4012.43
ORL050187,"4634 SANDALWOOD ST","New Orleans","LA","70127","30.020407880000448","-89.96996189199967",E,VACANT LOT,6160.02
ORL050460,"5805 BACCICH ST","New Orleans","LA","70122","30.018812481000452","-90.0481495039997",D,VACANT LOT,3793.68
ORL050613,"2306 CLOUET ST","New Orleans","LA","70117","29.98015927500046","-90.04046031699966",D,VACANT LOT,3199.74
ORL050630,"6000 CHAMBERLAIN DR","New Orleans","LA","70122","30.018647848000455","-90.07423257099964",D,VACANT LOT,9569.94
ORL050655,"2733 CLOUET ST","New Orleans","LA","70126","29.985722446000466","-90.03871094399966",E,VACANT LOT,5194.08
ORL050765,"1412 DESLONDE ST","New Orleans","LA","70117","29.966450918000476","-90.02299975099965",E,VACANT LOT,4423.24
ORL050882,"2201 FLOOD ST","New Orleans","LA","70117","29.972750793000444","-90.01307084599966",E,VACANT LOT,4048.04
ORL051218,"5760 WILTON DR","New Orleans","LA","70122","30.018508088000488","-90.06648179599966",D,VACANT LOT,4832.28
ORL051476,"4983 REDWOOD ST","New Orleans","LA","70127","30.026462582000477","-89.96964920699969",E,VACANT LOT,5711.7
ORL051524,"2933 CLOUET ST","New Orleans","LA","70117","29.987901760000454","-90.03804056899969",E,VACANT LOT,5326
ORL051619,"4753 ROSEMONT PL","New Orleans","LA","70126","30.019443771000454","-90.00022947799965",E,VACANT LOT,6749.21
ORL051725,"4819 NIGHTHART ST","New Orleans","LA","70127","30.025054319000446","-89.95781932499966",E,VACANT LOT,6553.97
ORL052111,"4436 MAJESTIC OAK DR","New Orleans","LA","70126","30.01372781100048","-90.01563153999967",D,VACANT LOT,6748.52
ORL052166,"5718 MARSHALL FOCH ST","New Orleans","LA","70124","29.994222954000463","-90.10500234699964",A,VACANT LOT,6198.77
ORL052220,"2142 CHARBONNET ST","New Orleans","LA","70117","29.971889728000463","-90.01035025799968",E,VACANT LOT,3830.51
ORL052266,"4650 GAWAIN DR","New Orleans","LA","70127","30.018667983000455","-89.98663245599965",E,VACANT LOT,6458.63
ORL052301,"6128 NORTH MIRO ST","New Orleans","LA","70117","29.970334597000488","-90.00545983099965",E,VACANT LOT,4399.34
ORL052310,"4632 EASTVIEW DR","New Orleans","LA","70126","30.01834700800049","-89.99254265999969",E,VACANT LOT,7927.38
ORL052343,"720 LAMANCHE ST","New Orleans","LA","70117","29.95734044100044","-90.01596080499968",E,VACANT LOT,5227.84
ORL052376,"5831 NORTH GALVEZ ST","New Orleans","LA","70117","29.970797701000436","-90.00981371999967",E,VACANT LOT,3578.25
ORL052449,"1830 ALLEN ST","New Orleans","LA","70116","29.975806570000486","-90.06453225699966",D,VACANT LOT,2260.9
ORL052550,"3010 BENEFIT ST","New Orleans","LA","70126","29.99078139800048","-90.03942426899965",E,VACANT LOT,5463.81
ORL052585,"915 LAMANCHE ST LOWER 9TH WARD","New Orleans","LA","70117","29.959050728000477","-90.01532122399965",E,VACANT LOT,4567.07
ORL052742,"7523 ENDEAVOR CT","New Orleans","LA","70129","30.06233479500048","-89.92564483899969",E,VACANT LOT,5706.07
ORL052806,"2412-2414 LAMANCHE ST","New Orleans","LA","70117","29.954992953000442","-90.01667589199968",E,VACANT LOT,4210.97
ORL052839,"5160 PAULINE DR","New Orleans","LA","70126","30.014881426000443","-90.03287062099969",D,VACANT LOT,4950.52
ORL052900,"4810 GALAHAD DR","New Orleans","LA","70127","30.022037628000476","-89.98617172099966",E,VACANT LOT,5698.56
ORL052905,"2215 TUPELO ST","New Orleans","LA","70117","29.97093746200045","-90.00587318899966",E,VACANT LOT,3345.4
ORL052986,"4572 MARQUE DR","New Orleans","LA","70127","30.01830910600046","-89.97665262099969",E,VACANT LOT,6889.2
ORL053057,"2136 FELICIANA ST","New Orleans","LA","70117","29.979029348000438","-90.04172052899969",D,VACANT LOT,3312.23
ORL053111,"4819 GALAHAD DR","New Orleans","LA","70127","30.02221292000047","-89.9861196069997",E,VACANT LOT,5966.71
ORL053240,"2029 EGANIA ST","New Orleans","LA","70117","29.971889728000463","-90.01630073099966",E,VACANT LOT,3764.69
ORL053567,"2909 CLOUET ST","New Orleans","LA","70126","29.98745168400046","-90.03818032899966",E,VACANT LOT,5309.68
ORL053585,"2027 PAULINE ST","New Orleans","LA","70117","29.97592145800047","-90.03426111799968",D,VACANT LOT,4922.87
ORL053675,"2315 CLOUET","New Orleans","LA","70117","29.980321539000442","-90.04035016699964",D,VACANT LOT,3560.91
ORL053806,"3405 LOUISA","New Orleans","LA","70126","29.99210167700045","-90.03489003999965",E,VACANT LOT,3569.52
ORL053831,"4130 MCCOY ST","New Orleans","LA","70127","30.014437272000464","-89.97073175699967",E,VACANT LOT,2290.85
ORL053874,"3413 -15 PINE ST","New Orleans","LA","70125","29.951451862000454","-90.10372721199968",B,VACANT LOT,3579.78
ORL053897,"4645 CHRYSLER ST","New Orleans","LA","70127","30.022954361000473","-89.96022959899966",E,VACANT LOT,6640.14
ORL053902,"2223 ANDRY ST","New Orleans","LA","70117","29.973511184000472","-90.01460110299968",E,VACANT LOT,4100.41
ORL053990,"2527 FLOOD ST","New Orleans","LA","70117","29.976351398000475","-90.01192078399964",E,VACANT LOT,4010.24
ORL054037,"2510 FLOOD ST","New Orleans","LA","70117","29.97611925400048","-90.01206054499966",E,VACANT LOT,3987.95
ORL054116,"6011 NORTH ROMAN ST","New Orleans","LA","70117","29.966866646000483","-90.00843032899968",E,VACANT LOT,3020.05
ORL054159,"408 DELERY ST 410 DELERT ST","New Orleans","LA","70117","29.952624122000486","-90.01122908999969",E,STRUCTURE,4931.2
ORL054357,"5836 N DORGENOIS ST","New Orleans","LA","70117","29.97478442400046","-90.00814133399967",E,VACANT LOT,2557.67
ORL054536,"5416 MARAIS ST","New Orleans","LA","70117","29.962513941000452","-90.01752659499965",E,VACANT LOT,
ORL054659,"5101 N VILLERE","New Orleans","LA","70117","29.965397979000443","-90.02022467999967",E,VACANT LOT,6078.06
ORL054660,"2325 FORSTALL ST","New Orleans","LA","70117","29.975300827000467","-90.01701137699968",E,VACANT LOT,3864.82
ORL054868,"4736 CHRYSLER ST","New Orleans","LA","70127","30.02419799100045","-89.96042265699964",E,VACANT LOT,6619.08
ORL054869,"5619 NORTH MIRO ST","New Orleans","LA","70117","29.972327959000438","-90.01158441199965",E,VACANT LOT,5230.64
ORL054904,"1914 ANDRY ST","New Orleans","LA","70117","29.970300250000435","-90.01571089499964",E,VACANT LOT,3766.62
ORL054923,"822 FLOOD ST","New Orleans","LA","70117","29.958630263000487","-90.01775044899966",E,VACANT LOT,1041.8
ORL054955,"4858 LANCELOT DR","New Orleans","LA","70127","30.023068064000483","-89.98551200399965",E,VACANT LOT,5711.2
ORL055000,"1304 JOURDAN AVE","New Orleans","LA","70117","29.965501022000467","-90.02466029399966",E,VACANT LOT,4401.82
ORL055037,"4542 LONGFELLOW DR","New Orleans","LA","70127","30.018497428000444","-89.97810233799964",E,VACANT LOT,5735.9
ORL055136,"1828 ST MAURICE AVE","New Orleans","LA","70117","29.96712366300045","-90.00647842299969",E,VACANT LOT,4825.56
ORL055187,"8508 EDINBURGH ST","New Orleans","LA","70118","29.966768340000442","-90.11577810599965",A,VACANT LOT,4979.1
ORL055192,"5415 N GALVEZ ST","New Orleans","LA","70117","29.971907494000448","-90.01464374199969",E,VACANT LOT,5504.88
ORL055294,"1213 -1215 TUPELO ST","New Orleans","LA","70117","29.96990075500048","-90.03053993999964",E,VACANT LOT,3411.84
ORL055318,"1720 TRICOU ST","New Orleans","LA","70117","29.965363631000457","-90.00619771699968",E,VACANT LOT,4546.22
ORL055401,"2612 EGANIA ST","New Orleans","LA","70117","29.977750186000435","-90.01439975399967",E,VACANT LOT,3165.06
ORL055526,"5908 N DERBIGNY ST","New Orleans","LA","70117","29.966439454000465","-90.01061510199969",E,VACANT LOT,4885.11
ORL055532,"2025 CAFFIN AVE","New Orleans","LA","70117","29.970931540000436","-90.01261129499966",E,VACANT LOT,3789.47
ORL055533,"4713 NIGHTHART ST","New Orleans","LA","70127","30.023913733000484","-89.95770917499965",E,VACANT LOT,6644.46
ORL056094,"5321 VENUS ST","New Orleans","LA","70122","30.01276133300047","-90.05197869999967",D,VACANT LOT,4733.03
ORL056161,"1718 -20 ALABO ST","New Orleans","LA","70117","29.96990075500048","-90.03053993999964",E,VACANT LOT,3345.47
ORL056288,"5118 NORTH JOHNSON ST","New Orleans","LA","70117","29.971433730000456","-90.01776703099966",E,VACANT LOT,1672.65
ORL056676,"5516 URQUHART ST","New Orleans","LA","70117","29.963223403000484","-90.01576656199967",E,VACANT LOT,3821.62
ORL056765,"3120 CAMBRONNE ST","New Orleans","LA","70118","29.963461469000435","-90.11742088099965",A,VACANT LOT,4493.24
ORL056828,"4560 WILSON AVE","New Orleans","LA","70126","30.016676991000452","-89.99917179999966",E,VACANT LOT,5245.13
ORL056918,"2522 ST MAURICE AVE","New Orleans","LA","70117","29.97362370300044","-90.00333855299965",E,VACANT LOT,3344
ORL056958,"4728 CHRYSLER ST","New Orleans","LA","70127","30.02403691200044","-89.96040252199964",E,VACANT LOT,6648.07
ORL056984,"4740 WERNER DR","New Orleans","LA","70126","30.020176921000484","-89.99381234699968",E,VACANT LOT,6075.23
ORL057052,"7541 MICHIGAN ST","New Orleans","LA","70128","30.049558569000453","-89.9702165389997",E,VACANT LOT,5553.61
ORL057276,"7665 SHORWOOD BLVD","New Orleans","LA","70128","30.068005748000473","-89.94618605399967",E,VACANT LOT,3877.1
ORL057280,"2405 ALMONASTER AVE","New Orleans","LA","70117","29.982531647000485","-90.04596071599968",D,VACANT LOT,3824.16
ORL057748,"825 DESLONDE ST","New Orleans","LA","70117","29.960531240000478","-90.02493152399967",E,VACANT LOT,1568.14
ORL057876,"2900 LOUISA ST","New Orleans","LA","70126","29.986940020000475","-90.03653992099964",E,VACANT LOT,4612.08
ORL057950,"5321-23 LAW ST","New Orleans","LA","70117","29.973131754000462","-90.00030845799967",E,VACANT LOT,4893.28
ORL057972,"4700 BRIGHT DR","New Orleans","LA","70127","30.02367685100046","-89.95860221999965",E,VACANT LOT,8152.47
ORL058163,"2014 ANDRY ST","New Orleans","LA","70117","29.97132950100047","-90.01538991999968",E,VACANT LOT,3988.3
ORL058306,"921 -923 FLOOD ST","New Orleans","LA","70117","29.96990075500048","-90.03053993999964",E,VACANT LOT,5229.62
ORL058553,"2534 TRICOU ST","New Orleans","LA","70117","29.97351473700047","-90.00227850599964",E,VACANT LOT,3638.13
ORL058636,"2412 ST MAURICE AVE","New Orleans","LA","70117","29.972493776000476","-90.00388811899967",E,VACANT LOT,3346.41
ORL058927,"6319 N DORGENOIS ST","New Orleans","LA","70117","29.972637089000443","-90.00204043999969",E,VACANT LOT,5586.7
